#OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_46030	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_46031	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_46032	Eukaryota	Oomycota	Oomycetes	unknown	unknown	g_	s_
ASV_46038	Eukaryota	Cercozoa	unknown	Euglyphida	Paulinellidae	g_	s_
ASV_46039	Eukaryota	Arthropoda	Insecta	Hymenoptera	Encyrtidae	g_	s_
ASV_46043	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	Paracalanus	Paracalanus sp. C AC-2013
ASV_46045	Eukaryota	unknown	Labyrinthulomycetes	unknown	Thraustochytriaceae	g_	s_
ASV_46046	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	g_	s_
ASV_46050	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_46051	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_46057	Eukaryota	Mollusca	Cephalopoda	Teuthida	Loliginidae	Doryteuthis	Doryteuthis opalescens
ASV_46062	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos
ASV_46063	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_46066	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_46070	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_46074	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_46078	Eukaryota	Arthropoda	Insecta	Diptera	Mycetophilidae	g_	s_
ASV_46079	Eukaryota	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	g_	s_
ASV_46084	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_46096	Eukaryota	Oomycota	Oomycetes	Pythiales	Pythiaceae	g_	s_
ASV_46108	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_46118	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_46128	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_46131	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_46154	Bacteria	unknown	unknown	unknown	unknown	g_	s_
ASV_46159	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_46164	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	g_	s_
ASV_46165	Eukaryota	Oomycota	Oomycetes	Saprolegniales	Saprolegniaceae	g_	s_
ASV_46166	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	unknown	g_	s_
ASV_46167	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos
ASV_46169	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	unknown	g_	s_
ASV_46174	Bacteria	unknown	unknown	unknown	unknown	g_	s_
ASV_46177	Eukaryota	Arthropoda	Insecta	Diptera	Chironomidae	g_	s_
ASV_46178	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_46185	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_46186	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_46189	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_46196	Eukaryota	Oomycota	Oomycetes	unassigned	unassigned	g_	s_
ASV_46200	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Coscinodiscales	Coscinodiscaceae	g_	s_
ASV_46204	Eukaryota	Rhodophyta	Bangiophyceae	Bangiales	Bangiaceae	g_	s_
ASV_46207	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	g_	s_
ASV_46210	Eukaryota	Ochrophyta	Dictyochophyceae	Pedinellales	unknown	g_	s_
ASV_46217	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_46218	Eukaryota	Arthropoda	Hexanauplia	Cyclopoida	unassigned	g_	s_
ASV_46235	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Mitrocomidae	g_	s_
ASV_46236	Eukaryota	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	g_	s_
ASV_46241	Eukaryota	Oomycota	Oomycetes	unassigned	unassigned	g_	s_
ASV_46253	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_46255	Eukaryota	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloropicon	Chloropicon roscoffensis
ASV_46266	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_46267	Eukaryota	Cnidaria	Hydrozoa	Narcomedusae	unknown	g_	s_
ASV_46268	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_46273	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_46278	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_46279	Eukaryota	Picozoa	unknown	unknown	unknown	g_	s_
ASV_46280	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	g_	s_
ASV_46286	Eukaryota	Mollusca	Gastropoda	Stylommatophora	Urocoptidae	g_	s_
ASV_46287	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_46293	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	g_	s_
ASV_46307	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	g_	s_
ASV_46316	Eukaryota	unknown	unknown	Longamoebia	Acanthamoebidae	g_	s_
ASV_46326	Eukaryota	Arthropoda	Arachnida	Araneae	unassigned	g_	s_
ASV_46327	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_46332	Eukaryota	Oomycota	Oomycetes	unassigned	unassigned	g_	s_
ASV_46338	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_46341	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Sphaeronectidae	Sphaeronectes	Sphaeronectes gracilis
ASV_46362	Eukaryota	Arthropoda	Branchiopoda	Diplostraca	Moinidae	g_	s_
ASV_46370	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	g_	s_
ASV_46373	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Metridinidae	Pleuromamma	Pleuromamma borealis
ASV_46375	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	g_	s_
ASV_46376	Eukaryota	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	g_	s_
ASV_46377	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	g_	s_
ASV_46383	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_46395	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_46409	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	g_	s_
ASV_46410	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_46411	Eukaryota	Chaetognatha	Sagittoidea	Aphragmophora	Sagittidae	g_	s_
ASV_46421	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Sphaeronectidae	Sphaeronectes	Sphaeronectes gracilis
ASV_46434	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_46447	Eukaryota	Rhodophyta	Bangiophyceae	Bangiales	Bangiaceae	g_	s_
ASV_46460	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_46461	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Sphaeronectidae	Sphaeronectes	Sphaeronectes gracilis
ASV_46462	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_46474	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	g_	s_
ASV_46498	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	g_	s_
ASV_46499	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_46500	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	g_	s_
ASV_46501	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_46502	Eukaryota	Oomycota	Oomycetes	unassigned	unassigned	g_	s_
ASV_46521	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_46522	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	g_	s_
ASV_46523	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	g_	s_
ASV_46524	Eukaryota	Rhodophyta	Bangiophyceae	Bangiales	Bangiaceae	g_	s_
ASV_46525	Eukaryota	unknown	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium sp. NVA/RUS/2008
ASV_46526	Eukaryota	unknown	unknown	Longamoebia	Acanthamoebidae	g_	s_
ASV_46537	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_46538	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	g_	s_
ASV_46539	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	g_	s_
ASV_46540	Eukaryota	Ochrophyta	Dictyochophyceae	Pedinellales	unknown	g_	s_
ASV_46541	Eukaryota	Haptophyta	Haptophyta	Isochrysidales	Noelaerhabdaceae	Emiliania	s_
ASV_46542	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	Paracalanus	Paracalanus sp. C AC-2013
ASV_46543	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_46550	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_46551	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_46552	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_46553	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	g_	s_
ASV_46565	Eukaryota	Haptophyta	Haptophyta	Phaeocystales	Phaeocystaceae	g_	s_
ASV_46566	Eukaryota	Bryozoa	Gymnolaemata	Cheilostomatida	Membraniporidae	Membranipora	Membranipora membranacea
ASV_46580	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_46581	Eukaryota	Haptophyta	Haptophyta	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis pouchetii
ASV_46582	Eukaryota	Oomycota	Oomycetes	Pythiales	Pythiaceae	g_	s_
ASV_46583	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_46584	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	g_	s_
ASV_46585	Eukaryota	Haptophyta	Haptophyta	Isochrysidales	Noelaerhabdaceae	Emiliania	s_
ASV_46587	Eukaryota	Oomycota	Oomycetes	unassigned	unassigned	g_	s_
ASV_46592	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_46602	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Corynidae	g_	s_
ASV_46603	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_46604	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_46605	Eukaryota	Chaetognatha	Sagittoidea	Aphragmophora	Sagittidae	g_	s_
ASV_46609	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	g_	s_
ASV_46622	Eukaryota	Haptophyta	Haptophyta	Isochrysidales	Noelaerhabdaceae	g_	s_
ASV_46623	Eukaryota	unknown	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Margalefidinium	Margalefidinium polykrikoides
ASV_46624	Eukaryota	Haptophyta	Haptophyta	Isochrysidales	Noelaerhabdaceae	Emiliania	s_
ASV_46639	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Metridinidae	Pleuromamma	Pleuromamma borealis
ASV_46642	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_46643	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_46644	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	g_	s_
ASV_46645	Eukaryota	Haptophyta	Haptophyta	Isochrysidales	Noelaerhabdaceae	Emiliania	Emiliania huxleyi
ASV_46646	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_46649	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_46663	Eukaryota	Bacillariophyta	Mediophyceae	Anaulales	Anaulaceae	g_	s_
ASV_46664	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	g_	s_
ASV_46665	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	g_	s_
ASV_46666	Eukaryota	Arthropoda	Insecta	Diptera	Ceratopogonidae	g_	s_
