ASV ID	CN17_B1	CN17_B10	CN17_B13	CN17_B17	CN17_B20	CN17_B23	CN17_CBI1	CN17_CBI10	CN17_CBI4	CN17_CBI5	CN17_CBI8	CN17_CBI9	Taxon
8760f5941b2e81a1a81826743df4b329	0	0	0	0	56	0	0	0	0	0	0	0	d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Thermoplasmata; f__Thermoplasmata; g__Marine_Group_III; s__uncultured_marine
0ee560f55e366fa139f6650aca5a4645	0	0	0	0	14	17	0	0	0	0	0	25	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__uncultured; 
a8dab15ec738127fbe1a76e9153f537c	0	0	0	0	0	0	0	56	0	0	0	0	d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__Nitrospina; 
bd20a86df2b2cd827103479065f9e604	0	0	0	0	0	0	0	56	0	0	0	0	d__Archaea; p__Crenarchaeota; c__Nitrososphaeria; o__Nitrosopumilales; f__Nitrosopumilaceae; g__Candidatus_Nitrosopelagicus; s__uncultured_archaeon
5ed62fe7964f8a13d1e4695fcec7504f	0	0	0	0	0	0	0	0	56	0	0	0	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Rhodopirellula; 
7d426430b2105d349c33c4ac28f5ae78	0	0	0	0	0	0	0	0	0	21	35	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS9_marine_group; g__NS9_marine_group; s__uncultured_bacterium
cdaff9514c3eec9a2dba30673653ba0d	21	17	0	0	0	0	0	0	0	0	17	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Porticoccaceae; g__SAR92_clade; 
4bb98f3b9a191f6e16c90efe0d1a71ca	0	0	55	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Tenderiales; f__Tenderiaceae; g__Candidatus_Tenderia; s__uncultured_bacterium
024fed1130bddbd4dba79bd62c4d442f	0	0	55	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Lutimonas; 
6c6805007740651454c87f3f2ee7c42b	0	0	0	0	38	0	0	0	17	0	0	0	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__uncultured_bacterium
a1d64caac0a9f6b9a1e81ee976862cb8	0	0	0	0	0	55	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__SAR86_clade; f__SAR86_clade; g__SAR86_clade; 
67b0305b7504a23eae9053138b7db57e	0	0	0	0	0	55	0	0	0	0	0	0	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__uncultured_marine
67e3669cd3dbf5c9103876d329d74fc1	0	0	0	0	0	55	0	0	0	0	0	0	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__uncultured_bacterium
9e3366602b523f3e325050b484631c43	0	0	0	0	0	0	36	0	0	0	19	0	Unassigned; ; ; ; ; ; 
ce2353084890661247fe467f0c39fc34	0	0	0	0	0	0	0	0	0	55	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS7_marine_group; g__NS7_marine_group; 
3d980aa9b2fb7debeb6897b70b5b90df	0	0	0	0	0	0	0	0	0	0	55	0	d__Bacteria; p__Marinimicrobia_(SAR406_clade); c__Marinimicrobia_(SAR406_clade); o__Marinimicrobia_(SAR406_clade); f__Marinimicrobia_(SAR406_clade); g__Marinimicrobia_(SAR406_clade); s__uncultured_bacterium
493faf1c242aa95cfbd1ae41632f27ac	54	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Cryomorphaceae; g__uncultured; 
6cdaf358289322971e1f1d3cfa588a8d	54	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Spongiibacteraceae; g__BD1-7_clade; s__uncultured_bacterium
a6241d4a43446ab09098191cd8779299	22	0	0	0	32	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS9_marine_group; g__NS9_marine_group; s__uncultured_bacterium
5b34a448a232202b7c2e3fd42bddad78	22	0	14	0	18	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__AEGEAN-169_marine_group; g__AEGEAN-169_marine_group; s__uncultured_bacterium
12b4f01cbd802eb310e0776973ddfb55	8	9	9	0	5	1	0	1	6	4	6	5	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__Fluviicola; 
eafbfaad112e1bfd6d8b4f5c22b51f40	1	6	3	0	8	4	4	0	9	6	0	13	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Ascidiaceihabitans; 
b6eaac60a5fd70cce7243325b79d54ca	0	54	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS7_marine_group; g__NS7_marine_group; s__uncultured_bacterium
6540c8970cb02082fe9eb46c504486c2	0	54	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS7_marine_group; g__NS7_marine_group; s__uncultured_bacterium
53e6d2dc309b2714ae4818000a848f7c	0	54	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__NS5_marine_group; 
bd32919430f0d41d58a94e84dcc3ee63	0	29	0	0	25	0	0	0	0	0	0	0	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Microtrichales; f__Microtrichaceae; g__Sva0996_marine_group; s__uncultured_bacterium
24dd6402a13d1c9940fa53beab51241f	0	16	13	4	0	18	0	3	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Sulfitobacter; s__uncultured_marine
9a9b8fab6e93f2062e65d50422d4c46e	0	0	54	0	0	0	0	0	0	0	0	0	d__Archaea; p__Crenarchaeota; c__Nitrososphaeria; o__Nitrosopumilales; f__Nitrosopumilaceae; g__Candidatus_Nitrosopumilus; s__uncultured_marine
b3ff7a08f50df3fbeb90d381e1d5b03e	0	0	54	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__uncultured_bacterium
9712e9d1912e4b2d99da0827c06547bc	0	0	46	0	0	0	0	0	0	0	8	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; ; ; 
8376fa099fcf7340b99a452a324f00ed	0	0	14	0	0	0	0	0	9	31	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Mitochondria; s__Berkeleya_fennica
d477d71210c7aaead23d6c2b696b787c	0	0	0	0	54	0	0	0	0	0	0	0	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__Puniceicoccaceae; g__MB11C04_marine_group; s__uncultured_bacterium
bae88c6881746bc24d206d660c6d7796	0	0	0	0	0	54	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_II; g__Clade_II; s__uncultured_bacterium
e32dd6868a9c2df4a8121aea6518413e	0	0	0	0	0	0	54	0	0	0	0	0	d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Marine_Group_II; f__Marine_Group_II; g__Marine_Group_II; s__uncultured_marine
7a7ddde0107ced40e7f2737e1b684f4a	0	0	0	0	0	0	0	0	0	0	54	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__NS5_marine_group; s__uncultured_bacterium
6accef33f74df289b42ee7373cd277c7	0	0	0	0	0	0	0	0	0	0	13	41	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Tenacibaculum; 
23cf2fb7e433942c403fa7d6e047b447	0	0	0	0	0	0	0	0	0	0	0	54	d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Thermoplasmata; f__Thermoplasmata; g__Marine_Group_III; s__uncultured_marine
587c8621e2d490bd25b61beabb7a513f	53	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__LS-NOB; 
927104f3b28293e8511746423a30ec14	9	0	6	10	6	3	0	0	0	0	10	9	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_I; g__Clade_Ia; s__uncultured_bacterium
578febe550f82216dd157dfbb57dd38f	5	8	2	0	13	8	0	1	0	5	0	11	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS9_marine_group; g__NS9_marine_group; s__uncultured_bacterium
a7e9154be997e9f1f96c21e8fb733f42	0	14	5	0	0	26	0	6	1	1	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Sulfitobacter; s__uncultured_marine
a622dcabb438cb1ca0d42689a17c23e9	0	0	0	26	0	0	0	0	0	0	0	27	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Pseudohongiellaceae; g__Pseudohongiella; 
74602340d43f11593ecffb9f6b2d9947	0	0	0	0	53	0	0	0	0	0	0	0	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae; g__JL-ETNP-F27; 
ff3dfa22b053c9798fbcadf6c599afd1	0	0	0	0	53	0	0	0	0	0	0	0	d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__LS-NOB; s__uncultured_delta
71f13c95a915695951cf37e626cfd0de	0	0	0	0	53	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; ; ; 
465efb881fe76409842d431ec0574fb1	0	0	0	0	0	0	53	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Ruegeria; 
8e39f6f1c9ff555c732d926edb188c7b	0	0	0	0	0	0	53	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__AEGEAN-169_marine_group; g__AEGEAN-169_marine_group; 
a79c64151d4aba4db75ac0b4b5cc8028	0	0	0	0	0	0	0	53	0	0	0	0	d__Bacteria; p__SAR324_clade(Marine_group_B); c__SAR324_clade(Marine_group_B); o__SAR324_clade(Marine_group_B); f__SAR324_clade(Marine_group_B); g__SAR324_clade(Marine_group_B); s__uncultured_bacterium
171e465acaf160d13a0e16f68f1c999b	0	0	0	0	0	0	0	0	53	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Spongiibacteraceae; ; 
7deca9f521445fa3c51f8d0bc94e2789	0	0	0	0	0	0	0	0	18	35	0	0	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__uncultured_marine
1f79ddc73ae678113ba501e3a613cb2d	0	0	0	0	0	0	0	0	0	0	53	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; ; ; ; 
61769eaf51a1ad65d0b7f49aab348032	0	0	0	0	0	0	0	0	0	0	0	53	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__Marinoscillum; 
503a0afc8b68e79381cad595c9081c78	52	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__Nitrospina; 
e292e18759c5e8ac0d9fbbb66109ae18	29	0	0	0	0	0	0	0	0	0	0	23	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Cryomorphaceae; g__uncultured; s__uncultured_bacterium
8fa7d8fd55335709c71589f1168ef72e	0	52	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Microtrichales; f__Microtrichaceae; g__Sva0996_marine_group; s__uncultured_bacterium
a1117be3f38704377c1fdffc6504c6fe	0	0	0	0	52	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__KI89A_clade; f__KI89A_clade; g__KI89A_clade; 
a22bc2bc29960a922616c27da6e57f65	0	0	0	0	0	52	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Spongiibacteraceae; g__BD1-7_clade; s__uncultured_bacterium
182eba1a66485caf1365c8c5802adea6	0	0	0	0	0	0	52	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Parvibaculales; f__PS1_clade; g__PS1_clade; 
443b01008a6b50039670cd9a1a7948a6	0	0	0	0	0	0	0	0	52	0	0	0	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__uncultured_bacterium
0a1b3921728a3789e633c8ef08640bd7	0	0	0	0	0	0	0	0	33	0	0	19	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__uncultured_marine
f3f7bf9aeb65323cd247b9890a5f63ce	0	0	0	0	0	0	0	0	0	0	52	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Mitochondria; s__uncultured_bacterium
1549e18203e21b97fc08798d7e78cc95	32	0	0	0	0	0	0	0	0	19	0	0	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Microtrichales; f__Microtrichaceae; g__Sva0996_marine_group; s__uncultured_bacterium
cf1302ec08bd1e0ecaee3b8467c343f5	27	0	0	10	0	14	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__NS5_marine_group; s__uncultured_bacterium
a9c9f85f15bbb003b0810a786b064676	10	16	0	0	0	0	0	25	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__NS5_marine_group; s__uncultured_bacterium
cf468fbdc94964118573e4b9fb59b69a	0	0	0	0	51	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__uncultured; s__uncultured_bacterium
811c4a2cc1c55fd3858edae5f2405ad8	0	0	0	0	0	24	0	0	0	0	27	0	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Synechococcales; f__Cyanobiaceae; g__Synechococcus_CC9902; 
dc3281b789db833777c6e638d4fc9bcc	0	0	0	0	0	0	0	51	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Winogradskyella; 
d7d4c7c11990e5146aa7917960806c72	0	0	0	0	0	0	0	0	51	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Winogradskyella; 
599772cb83bcc373d66e61e61b84bcee	0	0	0	0	0	0	0	0	0	0	0	51	d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__Nitrospina; 
058e9e2e4cdc41bba37759eea456e8e5	0	0	0	0	0	0	0	0	0	0	0	51	d__Bacteria; p__Dadabacteria; c__Dadabacteriia; o__Dadabacteriales; f__Dadabacteriales; g__Dadabacteriales; 
8f46e9eb893acea0d53a5b8ce4b813a9	50	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__LS-NOB; 
354d757ffc394cce413283443999585b	0	0	50	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__uncultured_marine
bb6595d4a989db029f5fd8b5c0d78b4a	0	0	50	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Tenacibaculum; 
f812b595deb34c9bf1d771149b74afab	0	0	50	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS9_marine_group; g__NS9_marine_group; s__uncultured_marine
a912d36dcdcb121987a0d4a60d15c3fd	0	0	50	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; 
e5b92726c8cedf2dc6302bbe093956b3	0	0	0	0	50	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Halieaceae; g__OM60(NOR5)_clade; 
bbed87fe995b2ea280d7004c4ca6f74e	0	0	0	0	50	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__UBA10353_marine_group; f__UBA10353_marine_group; g__UBA10353_marine_group; 
bb8b80075395adb0f550337b7558fe77	0	0	0	0	0	0	0	50	0	0	0	0	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Rubritaleaceae; g__Persicirhabdus; s__uncultured_bacterium
6eb33a7debb64298565d57df1795e3e3	0	0	0	0	0	0	0	16	0	0	0	34	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Thiotrichaceae; g__uncultured; 
e53e459edf1ec230e6f74d5a3b274919	0	0	0	0	0	0	0	11	0	0	0	39	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS9_marine_group; g__NS9_marine_group; s__uncultured_bacterium
af19791d59755e548362e64e5e915266	0	0	0	0	0	0	0	0	28	22	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS9_marine_group; g__NS9_marine_group; s__uncultured_bacterium
eaa576730c03c6a49bee6674a97665dc	0	0	0	0	0	0	0	0	0	50	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__IS-44; 
f8be7918fa137815560867105563d344	0	0	0	0	0	0	0	0	0	0	50	0	d__Bacteria; p__Planctomycetota; c__OM190; o__OM190; f__OM190; g__OM190; 
02538d77941ba84c0c185196a2f1af05	0	0	0	0	0	0	0	0	0	0	50	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__SAR86_clade; f__SAR86_clade; g__SAR86_clade; 
f22672a796ab10bfcff1d3797bc7fdfe	0	0	0	0	0	0	0	0	0	0	0	50	d__Bacteria; p__Marinimicrobia_(SAR406_clade); c__Marinimicrobia_(SAR406_clade); o__Marinimicrobia_(SAR406_clade); f__Marinimicrobia_(SAR406_clade); g__Marinimicrobia_(SAR406_clade); 
2be8737816ac30d9adc0fb786e50bdb5	0	0	0	0	0	0	0	0	0	0	0	50	d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Marine_Group_II; f__Marine_Group_II; g__Marine_Group_II; s__uncultured_archaeon
19a49114615ae8a899e95185c94a9f7f	0	0	0	0	0	0	0	0	0	0	0	50	d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Marine_Group_II; f__Marine_Group_II; g__Marine_Group_II; s__uncultured_marine
f213924b51c95618f3a684772a913f3b	49	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__uncultured_bacterium
408c42ff1aea4dd6df6f258149638eba	22	0	0	0	0	0	27	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Parvibaculales; f__OCS116_clade; g__OCS116_clade; 
3ce7b8a82443e87300248de4aabab4f0	16	0	0	24	0	0	0	0	0	0	0	9	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__NS5_marine_group; s__uncultured_bacterium
890ebddee2e65253a0d68ca9b47b52f9	0	0	49	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Mitochondria; s__Nitzschia_sp.
f4ce4cfc4f60b7b0df9a05a705f83d14	0	0	49	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__SAR86_clade; f__SAR86_clade; g__SAR86_clade; 
2772a561a864a60ea38d3695c751354e	0	0	49	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__NS5_marine_group; 
018c7537e76ed81583d088d7a713dcc8	0	0	0	0	49	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Puniceispirillales; f__SAR116_clade; g__SAR116_clade; s__uncultured_bacterium
8e98ac52a234df2757592967deef1e3e	0	0	0	0	49	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS9_marine_group; g__NS9_marine_group; s__uncultured_bacterium
e2ad86f00c88b18cd5670b002c02ae32	0	0	0	0	49	0	0	0	0	0	0	0	d__Bacteria; p__Marinimicrobia_(SAR406_clade); c__Marinimicrobia_(SAR406_clade); o__Marinimicrobia_(SAR406_clade); f__Marinimicrobia_(SAR406_clade); g__Marinimicrobia_(SAR406_clade); s__uncultured_bacterium
623128fce9df85b5acc6d9a71e6f1b9c	0	0	0	0	0	49	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Nitrincolaceae; g__uncultured; s__uncultured_bacterium
c7d83c3d53e6e719bc063e9224fa5f71	0	0	0	0	0	49	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; ; ; ; 
fb4ad19bea22be6503d672f079b6bf90	0	0	0	0	0	0	49	0	0	0	0	0	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__uncultured_bacterium
861b2059ff85de54b788db49d040284c	0	0	0	0	0	0	0	0	49	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS9_marine_group; g__NS9_marine_group; 
972f47a0dcd744d67d7c25c921f76a49	0	0	0	0	0	0	0	0	0	0	49	0	d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__LS-NOB; s__uncultured_bacterium
7afd2815cb2a8e5eefa63120204bc563	0	0	0	0	0	0	0	0	0	0	0	49	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Arctic97B-4_marine_group; f__Arctic97B-4_marine_group; g__Arctic97B-4_marine_group; 
4133bb76ddc6aa9e552da55def557b9b	48	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; ; ; ; 
28ed12185809735de3d57d6a516b9245	48	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__NS5_marine_group; 
f85475756e840acf0d7c2dfa51b8570f	12	0	0	0	0	0	36	0	0	0	0	0	d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Marine_Group_II; f__Marine_Group_II; g__Marine_Group_II; s__uncultured_marine
cc402a5959f046693219f5c7e426432e	9	0	0	0	0	0	18	0	9	9	0	3	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__uncultured_bacterium
303f553641dd9f3d2f78fafb8ccd3faa	0	48	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__uncultured; 
407fdf8fe805cc582805cf219bee0e70	0	26	0	0	22	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS9_marine_group; g__NS9_marine_group; 
759b1b24b1d651a31ab0b5ff5e78437c	0	0	48	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS9_marine_group; g__NS9_marine_group; s__uncultured_bacterium
b99e2476f219cb6d7c3394cb678dd4b4	0	0	18	0	30	0	0	0	0	0	0	0	d__Bacteria; p__Marinimicrobia_(SAR406_clade); c__Marinimicrobia_(SAR406_clade); o__Marinimicrobia_(SAR406_clade); f__Marinimicrobia_(SAR406_clade); g__Marinimicrobia_(SAR406_clade); 
9c4b91d87a8bb8793f27d1e997c7598a	0	0	0	48	0	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__Aureispira; 
b6f405f20059399642c353329a41f950	0	0	0	48	0	0	0	0	0	0	0	0	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Planctomycetales; f__Rubinisphaeraceae; ; 
a893e1f7d09c75a4ea0866cb73595b5e	0	0	0	20	0	0	0	0	0	0	0	28	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Colwelliaceae; g__Thalassotalea; 
0a51d4a57dcba75c99514f73b1e55219	0	0	0	0	31	0	0	0	0	0	0	17	d__Bacteria; p__SAR324_clade(Marine_group_B); c__SAR324_clade(Marine_group_B); o__SAR324_clade(Marine_group_B); f__SAR324_clade(Marine_group_B); g__SAR324_clade(Marine_group_B); s__uncultured_bacterium
a24c9020f2ed87161e2e36a4f36539dd	0	0	0	0	0	48	0	0	0	0	0	0	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__Puniceicoccaceae; g__Lentimonas; 
10a23c86da70dc3e066df7ec40401180	0	0	0	0	0	0	48	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS9_marine_group; g__NS9_marine_group; 
746e716b572bb328598a35dc349d4a03	0	0	0	0	0	0	48	0	0	0	0	0	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; 
0e74cff07504f3bc2770bba991a8bb88	0	0	0	0	0	0	0	48	0	0	0	0	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; 
0ad6984c09e77fa90d46b8b20a1de9b0	0	0	0	0	0	0	0	48	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Cryomorphaceae; g__NS10_marine_group; 
94d2e0e03674b6cfa68b8b57639f662b	0	0	0	0	0	0	0	0	0	0	48	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Thiotrichaceae; g__uncultured; 
